Year,Stage,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Half-time Home Goals,Half-time Away Goals,RoundID,Home Team Initials,Away Team Initials,home_rank,home_total_points,home_previous_points,home_rank_change,away_rank,away_total_points,away_previous_points,away_rank_change
2018.0,Group-2,Russia,3.0,1.0,Egypt,,,,,,,48,1424,1424,0,56,1393,1393,0
2018.0,Group-2,Portugal,1.0,0.0,Morocco,,,,,,,6,1614,1614,0,40,1440,1440,0
2018.0,Group-2,Uruguay,1.0,0.0,Saudi Arabia,,,,,,,7,1609,1609,0,69,1335,1335,0
2018.0,Group-2,Iran,0.0,1.0,Spain,,,,,,,29,1481,1481,0,9,1591,1591,0
2018.0,Group-2,Denmark,1.0,1.0,Australia,,,,,,,10,1589,1589,0,41,1436,1436,0
2018.0,Group-2,France,1.0,0.0,Peru,,,,,,,2,1726,1726,0,20,1518,1518,0
2018.0,Group-2,Argentina,0.0,3.0,Croatia,,,,,,,11,1582,1582,0,4,1634,1634,0
2018.0,Group-2,Brazil,2.0,0.0,Costa Rica,,,,,,,3,1676,1676,0,36,1464,1464,0
2018.0,Group-2,Nigeria,2.0,0.0,Iceland,,,,,,,44,1427,1427,0,37,1452,1452,0
2018.0,Group-2,Serbia,1.0,2.0,Switzerland,,,,,,,29,1481,1481,0,8,1599,1599,0
2018.0,Group-2,Belgium,5.0,2.0,Tunisia,,,,,,,1,1727,1727,0,26,1493,1493,0
2018.0,Group-2,South Korea,1.0,2.0,Mexico,,,,,,,53,1405,1405,0,17,1540,1540,0
2018.0,Group-2,Germany,2.0,1.0,Sweden,,,,,,,16,1558,1558,0,14,1560,1560,0
2018.0,Group-2,England,6.0,1.0,Panama,,,,,,,5,1631,1631,0,71,1326,1326,0
2018.0,Group-2,Japan,2.0,2.0,Senegal,,,,,,,50,1414,1414,0,23,1505,1505,0
2018.0,Group-2,Poland,0.0,3.0,Colombia,,,,,,,20,1518,1518,0,12,1575,1575,0
2018.0,Group-3,Saudi Arabia,2.0,1.0,Egypt,,,,,,,69,1335,1335,0,56,1393,1393,0
2018.0,Group-3,Uruguay,3.0,0.0,Russia,,,,,,,7,1609,1609,0,48,1424,1424,0
2018.0,Group-3,Iran,1.0,1.0,Portugal,,,,,,,29,1481,1481,0,6,1614,1614,0
2018.0,Group-3,Spain,2.0,2.0,Morocco,,,,,,,9,1591,1591,0,40,1440,1440,0
2018.0,Group-3,Australia,0.0,2.0,Peru,,,,,,,41,1436,1436,0,20,1518,1518,0
2018.0,Group-3,Denmark,0.0,0.0,France,,,,,,,10,1589,1589,0,2,1726,1726,0
2018.0,Group-3,Nigeria,1.0,2.0,Argentina,,,,,,,44,1427,1427,0,11,1582,1582,0
2018.0,Group-3,Iceland,1.0,2.0,Croatia,,,,,,,37,1452,1452,0,4,1634,1634,0
2018.0,Group-3,Mexico,0.0,3.0,Sweden,,,,,,,17,1540,1540,0,14,1560,1560,0
2018.0,Group-3,South Korea,2.0,0.0,Germany,,,,,,,53,1405,1405,0,16,1558,1558,0
2018.0,Group-3,Switzerland,2.0,2.0,Costa Rica,,,,,,,8,1599,1599,0,36,1464,1464,0
2018.0,Group-3,Serbia,0.0,2.0,Brazil,,,,,,,29,1481,1481,0,3,1676,1676,0
2018.0,Group-3,Senegal,0.0,1.0,Colombia,,,,,,,23,1505,1505,0,12,1575,1575,0
2018.0,Group-3,Japan,0.0,1.0,Poland,,,,,,,50,1414,1414,0,20,1518,1518,0
2018.0,Group-3,England,0.0,1.0,Belgium,,,,,,,5,1631,1631,0,1,1727,1727,0
2018.0,Group-3,Panama,1.0,2.0,Tunisia,,,,,,,71,1326,1326,0,26,1493,1493,0
2018.0,Last-16,France,4.0,3.0,Argentina,,,,,,,2,1726,1726,0,11,1582,1582,0
2018.0,Last-16,Uruguay,2.0,1.0,Portugal,,,,,,,7,1609,1609,0,6,1614,1614,0
2018.0,Last-16,Spain,1.0,1.0,Russia,,,,,,,9,1591,1591,0,48,1424,1424,0
2018.0,Last-16,Croatia,1.0,1.0,Denmark,,,,,,,4,1634,1634,0,10,1589,1589,0
2018.0,Last-16,Brazil,2.0,0.0,Mexico,,,,,,,3,1676,1676,0,17,1540,1540,0
2018.0,Last-16,Belgium,3.0,2.0,Japan,,,,,,,1,1727,1727,0,50,1414,1414,0
2018.0,Last-16,Sweden,1.0,0.0,Switzerland,,,,,,,14,1560,1560,0,8,1599,1599,0
2018.0,Last-16,Colombia,1.0,1.0,England,,,,,,,12,1575,1575,0,5,1631,1631,0
2018.0,QFinals,Uruguay,0.0,2.0,France,,,,,,,7,1609,1609,0,2,1726,1726,0
2018.0,QFinals,Brazil,1.0,2.0,Belgium,,,,,,,3,1676,1676,0,1,1727,1727,0
2018.0,QFinals,Sweden,0.0,2.0,England,,,,,,,14,1560,1560,0,5,1631,1631,0
2018.0,QFinals,Russia,2.0,2.0,Croatia,,,,,,,48,1424,1424,0,4,1634,1634,0
2018.0,SFinals,France,1.0,0.0,Belgium,,,,,,,2,1726,1726,0,1,1727,1727,0
2018.0,SFinals,Croatia,2.0,1.0,England,,,,,,,4,1634,1634,0,5,1631,1631,0
2018.0,Third-Place,Belgium,2.0,0.0,England,,,,,,,1,1727,1727,0,5,1631,1631,0
2018.0,Final,Croatia,4.0,2.0,France,,,,,,,4,1634,1634,0,2,1726,1726,0
