Year,Stage,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Half-time Home Goals,Half-time Away Goals,RoundID,Home Team Initials,Away Team Initials,home_rank,home_total_points,home_previous_points,home_rank_change,away_rank,away_total_points,away_previous_points,away_rank_change,Home Fairness Score,Away Fairness Score
2010.0,Group A,South Africa,1.0,1.0,Mexico, ,0.0,0.0,249722.0,RSA,MEX,51,550,562,1,27,795,790,1,0.6918238993710691,1.4454545454545455
2010.0,Group A,Uruguay,0.0,0.0,France, ,0.0,0.0,249722.0,URU,FRA,7,1153,1174,0,18,867,852,3,1.3298731257208767,0.7519514310494363
2010.0,Group B,South Korea,2.0,0.0,Greece, ,1.0,0.0,249722.0,KOR,GRE,40,647,653,1,11,1016,1043,0,0.6368110236220472,1.5703245749613601
2010.0,Group B,Argentina,1.0,0.0,Nigeria, ,1.0,0.0,249722.0,ARG,NGA,5,1338,1353,0,32,725,711,1,1.8455172413793104,0.5418535127055306
2010.0,Group C,England,1.0,1.0,USA, ,1.0,1.0,249722.0,ENG,USA,6,1195,1250,0,18,867,847,6,1.378316032295271,0.7255230125523012
2010.0,Group C,Algeria,0.0,1.0,Slovenia, ,0.0,0.0,249722.0,ALG,SVN,35,687,706,1,17,896,958,2,0.7667410714285714,1.304221251819505
2010.0,Group D,Serbia,0.0,1.0,Ghana, ,0.0,0.0,249722.0,SRB,GHA,23,837,828,2,16,908,903,1,0.9218061674008811,1.0848267622461172
2010.0,Group D,Germany,4.0,0.0,Australia, ,2.0,0.0,249722.0,GER,AUS,3,1485,1489,1,26,816,853,6,1.8198529411764706,0.5494949494949495
2010.0,Group E,Netherlands,2.0,0.0,Denmark, ,0.0,0.0,249722.0,NED,DEN,2,1723,1718,0,28,790,812,1,2.181012658227848,0.4585026117237377
2010.0,Group E,Japan,1.0,0.0,Cameroon, ,1.0,0.0,249722.0,JPN,CMR,29,776,781,1,37,670,656,1,1.1582089552238806,0.8634020618556701
2010.0,Group F,Italy,1.0,1.0,Paraguay, ,0.0,1.0,249722.0,ITA,PAR,14,965,995,0,24,832,850,1,1.1598557692307692,0.8621761658031089
2010.0,Group F,New Zealand,1.0,1.0,Slovakia, ,0.0,0.0,249722.0,NZL,SVK,63,506,517,4,20,854,866,2,0.5925058548009368,1.6877470355731226
2010.0,Group G,Ivory Coast,0.0,0.0,Portugal, ,0.0,0.0,249722.0,CIV,POR,21,846,857,2,8,1090,1102,0,0.7761467889908257,1.2884160756501182
2010.0,Group G,Brazil,2.0,1.0,Korea DPR, ,0.0,0.0,249722.0,BRA,PRK,4,1446,1493,1,108,292,299,1,4.9520547945205475,0.20193637621023514
2010.0,Group H,Honduras,0.0,1.0,Chile, ,0.0,1.0,249722.0,HON,CHI,59,516,522,2,15,950,929,1,0.5431578947368421,1.8410852713178294
2010.0,Group H,Spain,0.0,1.0,Switzerland, ,0.0,0.0,249722.0,ESP,SUI,1,1887,1920,0,22,840,852,1,2.2464285714285714,0.4451510333863275
2010.0,Group A,South Africa,0.0,3.0,Uruguay, ,0.0,1.0,249722.0,RSA,URU,51,550,562,1,7,1153,1174,0,0.4770164787510841,2.096363636363636
2010.0,Group B,Argentina,4.0,1.0,South Korea, ,2.0,1.0,249722.0,ARG,KOR,5,1338,1353,0,40,647,653,1,2.0680061823802163,0.48355754857997013
2010.0,Group B,Greece,2.0,1.0,Nigeria, ,1.0,1.0,249722.0,GRE,NGA,11,1016,1043,0,32,725,711,1,1.4013793103448275,0.7135826771653543
2010.0,Group A,France,0.0,2.0,Mexico, ,0.0,0.0,249722.0,FRA,MEX,18,867,852,3,27,795,790,1,1.090566037735849,0.916955017301038
2010.0,Group D,Germany,0.0,1.0,Serbia, ,0.0,1.0,249722.0,GER,SRB,3,1485,1489,1,23,837,828,2,1.7741935483870968,0.5636363636363636
2010.0,Group C,Slovenia,2.0,2.0,USA, ,2.0,0.0,249722.0,SVN,USA,17,896,958,2,18,867,847,6,1.0334486735870818,0.9676339285714286
2010.0,Group C,England,0.0,0.0,Algeria, ,0.0,0.0,249722.0,ENG,ALG,6,1195,1250,0,35,687,706,1,1.7394468704512374,0.5748953974895398
2010.0,Group E,Netherlands,1.0,0.0,Japan, ,0.0,0.0,249722.0,NED,JPN,2,1723,1718,0,29,776,781,1,2.220360824742268,0.4503772489843297
2010.0,Group D,Ghana,1.0,1.0,Australia, ,1.0,1.0,249722.0,GHA,AUS,16,908,903,1,26,816,853,6,1.1127450980392157,0.8986784140969163
2010.0,Group E,Cameroon,1.0,2.0,Denmark, ,1.0,1.0,249722.0,CMR,DEN,37,670,656,1,28,790,812,1,0.8481012658227848,1.1791044776119404
2010.0,Group F,Slovakia,0.0,2.0,Paraguay, ,0.0,1.0,249722.0,SVK,PAR,20,854,866,2,24,832,850,1,1.0264423076923077,0.9742388758782201
2010.0,Group F,Italy,1.0,1.0,New Zealand, ,1.0,1.0,249722.0,ITA,NZL,14,965,995,0,63,506,517,4,1.907114624505929,0.5243523316062176
2010.0,Group G,Brazil,3.0,1.0,Ivory Coast, ,1.0,0.0,249722.0,BRA,CIV,4,1446,1493,1,21,846,857,2,1.7092198581560283,0.5850622406639004
2010.0,Group G,Portugal,7.0,0.0,Korea DPR, ,1.0,0.0,249722.0,POR,PRK,8,1090,1102,0,108,292,299,1,3.732876712328767,0.26788990825688075
2010.0,Group H,Chile,1.0,0.0,Switzerland, ,0.0,0.0,249722.0,CHI,SUI,15,950,929,1,22,840,852,1,1.130952380952381,0.8842105263157894
2010.0,Group H,Spain,2.0,0.0,Honduras, ,1.0,0.0,249722.0,ESP,HON,1,1887,1920,0,59,516,522,2,3.6569767441860463,0.27344992050874406
2010.0,Group A,Mexico,0.0,1.0,Uruguay, ,0.0,1.0,249722.0,MEX,URU,27,795,790,1,7,1153,1174,0,0.6895056374674762,1.450314465408805
2010.0,Group A,France,1.0,2.0,South Africa, ,0.0,2.0,249722.0,FRA,RSA,18,867,852,3,51,550,562,1,1.5763636363636364,0.6343713956170703
2010.0,Group B,Nigeria,2.0,2.0,South Korea, ,1.0,1.0,249722.0,NGA,KOR,32,725,711,1,40,647,653,1,1.1205564142194746,0.8924137931034483
2010.0,Group B,Greece,0.0,2.0,Argentina, ,0.0,0.0,249722.0,GRE,ARG,11,1016,1043,0,5,1338,1353,0,0.7593423019431988,1.3169291338582678
2010.0,Group C,Slovenia,0.0,1.0,England, ,0.0,1.0,249722.0,SVN,ENG,17,896,958,2,6,1195,1250,0,0.7497907949790795,1.3337053571428572
2010.0,Group C,USA,1.0,0.0,Algeria, ,0.0,0.0,249722.0,USA,ALG,18,867,847,6,35,687,706,1,1.262008733624454,0.7923875432525952
