Year,Stage,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Half-time Home Goals,Half-time Away Goals,RoundID,Home Team Initials,Away Team Initials,home_rank,home_total_points,home_previous_points,home_rank_change,away_rank,away_total_points,away_previous_points,away_rank_change,Home Fairness Score,Away Fairness Score
2006.0,Group A,Germany,4.0,2.0,Costa Rica, ,2.0,1.0,97410100.0,GER,CRC,6,1350,1348,0,68,458,458,0,2.947598253275109,0.33925925925925926
2006.0,Group A,Poland,0.0,2.0,Ecuador, ,0.0,1.0,97410100.0,POL,ECU,24,854,859,2,30,802,802,0,1.0648379052369077,0.9391100702576113
2006.0,Group B,England,1.0,0.0,Paraguay, ,1.0,0.0,97410100.0,ENG,PAR,5,1359,1359,0,35,745,745,0,1.8241610738255034,0.5481972038263428
2006.0,Group B,Trinidad and Tobago,0.0,0.0,Sweden, ,0.0,0.0,97410100.0,TRI,SWE,91,360,355,1,14,958,958,0,0.3757828810020877,2.661111111111111
2006.0,Group C,Argentina,2.0,1.0,Ivory Coast, ,2.0,0.0,97410100.0,ARG,CIV,3,1551,1551,0,18,919,919,0,1.6877040261153429,0.5925209542230819
2006.0,Group C,Serbia and Montenegro,0.0,1.0,Netherlands, ,0.0,1.0,97410100.0,SCG,NED,36,724,610,8,7,1305,1305,0,0.5547892720306513,1.8024861878453038
2006.0,Group D,Mexico,3.0,1.0,Iran, ,1.0,1.0,97410100.0,MEX,IRN,20,883,887,0,38,716,716,0,1.2332402234636872,0.8108720271800679
2006.0,Group D,Angola,0.0,1.0,Portugal, ,0.0,1.0,97410100.0,ANG,POR,55,540,552,1,8,1258,1258,0,0.4292527821939587,2.3296296296296295
2006.0,Group F,Australia,3.0,1.0,Japan, ,0.0,1.0,97410100.0,AUS,JPN,39,703,703,0,47,640,630,0,1.0984375,0.9103840682788051
2006.0,Group E,USA,0.0,3.0,Czech Republic, ,0.0,2.0,97410100.0,USA,CZE,31,792,792,0,10,1190,1190,0,0.6655462184873949,1.5025252525252526
2006.0,Group E,Italy,2.0,0.0,Ghana, ,1.0,0.0,97410100.0,ITA,GHA,2,1560,1560,0,28,816,814,0,1.911764705882353,0.5230769230769231
2006.0,Group G,South Korea,2.0,1.0,Togo, ,0.0,1.0,97410100.0,KOR,TOG,51,575,569,0,60,500,500,1,1.15,0.8695652173913043
2006.0,Group G,France,0.0,0.0,Switzerland, ,0.0,0.0,97410100.0,FRA,SUI,4,1523,1523,0,17,937,937,0,1.625400213447172,0.6152330925804333
2006.0,Group F,Brazil,1.0,0.0,Croatia, ,1.0,0.0,97410100.0,BRA,CRO,1,1588,1588,0,15,948,948,0,1.6751054852320675,0.5969773299748111
2006.0,Group H,Spain,4.0,0.0,Ukraine, ,2.0,0.0,97410100.0,ESP,UKR,12,1154,1154,0,13,1054,1054,0,1.094876660341556,0.9133448873483535
2006.0,Group H,Tunisia,2.0,2.0,Saudi Arabia, ,1.0,0.0,97410100.0,TUN,KSA,32,790,790,0,64,481,472,0,1.6424116424116424,0.6088607594936709
2006.0,Group A,Germany,1.0,0.0,Poland, ,0.0,0.0,97410100.0,GER,POL,6,1350,1348,0,24,854,859,2,1.5807962529274004,0.6325925925925926
2006.0,Group A,Ecuador,3.0,0.0,Costa Rica, ,1.0,0.0,97410100.0,ECU,CRC,30,802,802,0,68,458,458,0,1.7510917030567685,0.571072319201995
2006.0,Group B,England,2.0,0.0,Trinidad and Tobago, ,0.0,0.0,97410100.0,ENG,TRI,5,1359,1359,0,91,360,355,1,3.775,0.26490066225165565
2006.0,Group B,Sweden,1.0,0.0,Paraguay, ,0.0,0.0,97410100.0,SWE,PAR,14,958,958,0,35,745,745,0,1.2859060402684563,0.7776617954070981
2006.0,Group C,Argentina,6.0,0.0,Serbia and Montenegro, ,3.0,0.0,97410100.0,ARG,SCG,3,1551,1551,0,36,724,610,8,2.1422651933701657,0.46679561573178596
2006.0,Group C,Netherlands,2.0,1.0,Ivory Coast, ,2.0,1.0,97410100.0,NED,CIV,7,1305,1305,0,18,919,919,0,1.4200217627856366,0.7042145593869732
2006.0,Group D,Mexico,0.0,0.0,Angola, ,0.0,0.0,97410100.0,MEX,ANG,20,883,887,0,55,540,552,1,1.635185185185185,0.6115515288788222
2006.0,Group D,Portugal,2.0,0.0,Iran, ,0.0,0.0,97410100.0,POR,IRN,8,1258,1258,0,38,716,716,0,1.7569832402234637,0.5691573926868044
2006.0,Group E,Czech Republic,0.0,2.0,Ghana, ,0.0,1.0,97410100.0,CZE,GHA,10,1190,1190,0,28,816,814,0,1.4583333333333333,0.6857142857142857
2006.0,Group E,Italy,1.0,1.0,USA, ,1.0,1.0,97410100.0,ITA,USA,2,1560,1560,0,31,792,792,0,1.9696969696969697,0.5076923076923077
2006.0,Group F,Japan,0.0,0.0,Croatia, ,0.0,0.0,97410100.0,JPN,CRO,47,640,630,0,15,948,948,0,0.6751054852320675,1.48125
2006.0,Group F,Brazil,2.0,0.0,Australia, ,0.0,0.0,97410100.0,BRA,AUS,1,1588,1588,0,39,703,703,0,2.258890469416785,0.44269521410579343
2006.0,Group G,France,1.0,1.0,South Korea, ,1.0,0.0,97410100.0,FRA,KOR,4,1523,1523,0,51,575,569,0,2.648695652173913,0.37754432042022323
2006.0,Group G,Togo,0.0,2.0,Switzerland, ,0.0,1.0,97410100.0,TOG,SUI,60,500,500,1,17,937,937,0,0.5336179295624333,1.874
2006.0,Group H,Saudi Arabia,0.0,4.0,Ukraine, ,0.0,2.0,97410100.0,KSA,UKR,64,481,472,0,13,1054,1054,0,0.45635673624288425,2.191268191268191
2006.0,Group H,Spain,3.0,1.0,Tunisia, ,0.0,1.0,97410100.0,ESP,TUN,12,1154,1154,0,32,790,790,0,1.460759493670886,0.6845753899480069
2006.0,Group A,Ecuador,0.0,3.0,Germany, ,0.0,2.0,97410100.0,ECU,GER,30,802,802,0,6,1350,1348,0,0.5940740740740741,1.6832917705735662
2006.0,Group A,Costa Rica,1.0,2.0,Poland, ,1.0,1.0,97410100.0,CRC,POL,68,458,458,0,24,854,859,2,0.5362997658079626,1.8646288209606987
2006.0,Group B,Sweden,2.0,2.0,England, ,0.0,1.0,97410100.0,SWE,ENG,14,958,958,0,5,1359,1359,0,0.7049300956585725,1.418580375782881
2006.0,Group B,Paraguay,2.0,0.0,Trinidad and Tobago, ,1.0,0.0,97410100.0,PAR,TRI,35,745,745,0,91,360,355,1,2.0694444444444446,0.48322147651006714
2006.0,Group D,Iran,1.0,1.0,Angola, ,0.0,0.0,97410100.0,IRN,ANG,38,716,716,0,55,540,552,1,1.325925925925926,0.7541899441340782
2006.0,Group D,Portugal,2.0,1.0,Mexico, ,2.0,1.0,97410100.0,POR,MEX,8,1258,1258,0,20,883,887,0,1.4246885617214042,0.7019077901430842
2006.0,Group C,Netherlands,0.0,0.0,Argentina, ,0.0,0.0,97410100.0,NED,ARG,7,1305,1305,0,3,1551,1551,0,0.8413926499032882,1.1885057471264369
2006.0,Group C,Ivory Coast,3.0,2.0,Serbia and Montenegro, ,1.0,2.0,97410100.0,CIV,SCG,18,919,919,0,36,724,610,8,1.2693370165745856,0.7878128400435256
2006.0,Group E,Czech Republic,0.0,2.0,Italy, ,0.0,1.0,97410100.0,CZE,ITA,10,1190,1190,0,2,1560,1560,0,0.7628205128205128,1.3109243697478992
2006.0,Group E,Ghana,2.0,1.0,USA, ,2.0,1.0,97410100.0,GHA,USA,28,816,814,0,31,792,792,0,1.0303030303030303,0.9705882352941176
2006.0,Group F,Japan,1.0,4.0,Brazil, ,1.0,1.0,97410100.0,JPN,BRA,47,640,630,0,1,1588,1588,0,0.40302267002518893,2.48125
2006.0,Group F,Croatia,2.0,2.0,Australia, ,1.0,1.0,97410100.0,CRO,AUS,15,948,948,0,39,703,703,0,1.3485064011379801,0.7415611814345991
2006.0,Group H,Ukraine,1.0,0.0,Tunisia, ,0.0,0.0,97410100.0,UKR,TUN,13,1054,1054,0,32,790,790,0,1.3341772151898734,0.7495256166982922
2006.0,Group H,Saudi Arabia,0.0,1.0,Spain, ,0.0,1.0,97410100.0,KSA,ESP,64,481,472,0,12,1154,1154,0,0.4168110918544194,2.399168399168399
2006.0,Group G,Togo,0.0,2.0,France, ,0.0,0.0,97410100.0,TOG,FRA,60,500,500,1,4,1523,1523,0,0.3282994090610637,3.046
2006.0,Group G,Switzerland,2.0,0.0,South Korea, ,1.0,0.0,97410100.0,SUI,KOR,17,937,937,0,51,575,569,0,1.6295652173913044,0.6136606189967982
2006.0,Round of 16,Germany,2.0,0.0,Sweden, ,2.0,0.0,97410200.0,GER,SWE,6,1350,1348,0,14,958,958,0,1.4091858037578289,0.7096296296296296
2006.0,Round of 16,Argentina,2.0,1.0,Mexico,Argentina win after extra time ,0.0,0.0,97410200.0,ARG,MEX,3,1551,1551,0,20,883,887,0,1.7565118912797282,0.5693101225016118
2006.0,Round of 16,England,1.0,0.0,Ecuador, ,0.0,0.0,97410200.0,ENG,ECU,5,1359,1359,0,30,802,802,0,1.6945137157107233,0.5901398086828551
2006.0,Round of 16,Portugal,1.0,0.0,Netherlands, ,1.0,0.0,97410200.0,POR,NED,8,1258,1258,0,7,1305,1305,0,0.963984674329502,1.0373608903020668
2006.0,Round of 16,Italy,1.0,0.0,Australia, ,0.0,0.0,97410200.0,ITA,AUS,2,1560,1560,0,39,703,703,0,2.2190611664295874,0.45064102564102565
2006.0,Round of 16,Switzerland,0.0,0.0,Ukraine,Ukraine win on penalties (0 - 3) ,0.0,0.0,97410200.0,SUI,UKR,17,937,937,0,13,1054,1054,0,0.8889943074003795,1.1248665955176094
2006.0,Round of 16,Brazil,3.0,0.0,Ghana, ,2.0,0.0,97410200.0,BRA,GHA,1,1588,1588,0,28,816,814,0,1.946078431372549,0.5138539042821159
2006.0,Round of 16,Spain,1.0,3.0,France, ,1.0,1.0,97410200.0,ESP,FRA,12,1154,1154,0,4,1523,1523,0,0.757715036112935,1.3197573656845754
