Year,Stage,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Half-time Home Goals,Half-time Away Goals,RoundID,Home Team Initials,Away Team Initials
1994.0,Group C,Spain,2.0,2.0,Korea Republic, ,0.0,0.0,337.0,ESP,KOR
1994.0,Group C,Germany,1.0,0.0,Bolivia, ,0.0,0.0,337.0,GER,BOL
1994.0,Group A,USA,1.0,1.0,Switzerland, ,1.0,1.0,337.0,USA,SUI
1994.0,Group E,Italy,0.0,1.0,Republic of Ireland, ,0.0,1.0,337.0,ITA,IRL
1994.0,Group A,Colombia,1.0,3.0,Romania, ,1.0,2.0,337.0,COL,ROU
1994.0,Group F,Belgium,1.0,0.0,Morocco, ,1.0,0.0,337.0,BEL,MAR
1994.0,Group E,Norway,1.0,0.0,Mexico, ,0.0,0.0,337.0,NOR,MEX
1994.0,Group B,Cameroon,2.0,2.0,Sweden, ,1.0,1.0,337.0,CMR,SWE
1994.0,Group F,Netherlands,2.0,1.0,Saudi Arabia, ,0.0,1.0,337.0,NED,KSA
1994.0,Group B,Brazil,2.0,0.0,Russia, ,1.0,0.0,337.0,BRA,RUS
1994.0,Group D,Argentina,4.0,0.0,Greece, ,2.0,0.0,337.0,ARG,GRE
1994.0,Group D,Nigeria,3.0,0.0,Bulgaria, ,2.0,0.0,337.0,NGA,BUL
1994.0,Group C,Germany,1.0,1.0,Spain, ,0.0,1.0,337.0,GER,ESP
1994.0,Group A,Romania,1.0,4.0,Switzerland, ,1.0,1.0,337.0,ROU,SUI
1994.0,Group A,USA,2.0,1.0,Colombia, ,1.0,0.0,337.0,USA,COL
1994.0,Group E,Italy,1.0,0.0,Norway, ,0.0,0.0,337.0,ITA,NOR
1994.0,Group C,Korea Republic,0.0,0.0,Bolivia, ,0.0,0.0,337.0,KOR,BOL
1994.0,Group E,Mexico,2.0,1.0,Republic of Ireland, ,1.0,0.0,337.0,MEX,IRL
1994.0,Group B,Sweden,3.0,1.0,Russia, ,1.0,1.0,337.0,SWE,RUS
1994.0,Group B,Brazil,3.0,0.0,Cameroon, ,1.0,0.0,337.0,BRA,CMR
1994.0,Group F,Belgium,1.0,0.0,Netherlands, ,0.0,0.0,337.0,BEL,NED
1994.0,Group F,Saudi Arabia,2.0,1.0,Morocco, ,2.0,1.0,337.0,KSA,MAR
1994.0,Group D,Argentina,2.0,1.0,Nigeria, ,2.0,1.0,337.0,ARG,NGA
1994.0,Group D,Bulgaria,4.0,0.0,Greece, ,1.0,0.0,337.0,BUL,GRE
1994.0,Group A,USA,0.0,1.0,Romania, ,0.0,1.0,337.0,USA,ROU
1994.0,Group A,Switzerland,0.0,2.0,Colombia, ,0.0,1.0,337.0,SUI,COL
1994.0,Group C,Germany,3.0,2.0,Korea Republic, ,3.0,0.0,337.0,GER,KOR
1994.0,Group C,Bolivia,1.0,3.0,Spain, ,0.0,1.0,337.0,BOL,ESP
1994.0,Group E,Republic of Ireland,0.0,0.0,Norway, ,0.0,0.0,337.0,IRL,NOR
1994.0,Group B,Brazil,1.0,1.0,Sweden, ,0.0,1.0,337.0,BRA,SWE
1994.0,Group E,Italy,1.0,1.0,Mexico, ,0.0,0.0,337.0,ITA,MEX
1994.0,Group B,Russia,6.0,1.0,Cameroon, ,3.0,0.0,337.0,RUS,CMR
1994.0,Group F,Morocco,1.0,2.0,Netherlands, ,0.0,1.0,337.0,MAR,NED
1994.0,Group F,Belgium,0.0,1.0,Saudi Arabia, ,0.0,1.0,337.0,BEL,KSA
1994.0,Group D,Greece,0.0,2.0,Nigeria, ,0.0,1.0,337.0,GRE,NGA
1994.0,Group D,Argentina,0.0,2.0,Bulgaria, ,0.0,0.0,337.0,ARG,BUL
1994.0,Round of 16,Germany,3.0,2.0,Belgium, ,3.0,1.0,338.0,GER,BEL
1994.0,Round of 16,Spain,3.0,0.0,Switzerland, ,1.0,0.0,338.0,ESP,SUI
1994.0,Round of 16,Saudi Arabia,1.0,3.0,Sweden, ,0.0,1.0,338.0,KSA,SWE
1994.0,Round of 16,Romania,3.0,2.0,Argentina, ,2.0,1.0,338.0,ROU,ARG
1994.0,Round of 16,Netherlands,2.0,0.0,Republic of Ireland, ,2.0,0.0,338.0,NED,IRL
1994.0,Round of 16,Brazil,1.0,0.0,USA, ,0.0,0.0,338.0,BRA,USA
1994.0,Round of 16,Nigeria,1.0,2.0,Italy,Italy win after extra time ,0.0,0.0,338.0,NGA,ITA
1994.0,Round of 16,Mexico,1.0,1.0,Bulgaria,Bulgaria win on penalties (1 - 3) ,0.0,0.0,338.0,MEX,BUL
1994.0,Quarter-finals,Italy,2.0,1.0,Spain, ,1.0,0.0,796.0,ITA,ESP
1994.0,Quarter-finals,Netherlands,2.0,3.0,Brazil, ,0.0,0.0,796.0,NED,BRA
1994.0,Quarter-finals,Bulgaria,2.0,1.0,Germany, ,0.0,0.0,796.0,BUL,GER
1994.0,Quarter-finals,Romania,2.0,2.0,Sweden,Sweden win on penalties (4 - 5) ,0.0,0.0,796.0,ROU,SWE
1994.0,Semi-finals,Bulgaria,1.0,2.0,Italy, ,1.0,2.0,3461.0,BUL,ITA
1994.0,Semi-finals,Sweden,0.0,1.0,Brazil, ,0.0,0.0,3461.0,SWE,BRA
1994.0,Match for third place,Sweden,4.0,0.0,Bulgaria, ,4.0,0.0,3460.0,SWE,BUL
1994.0,Final,Brazil,0.0,0.0,Italy,Brazil win on penalties (3 - 2) ,0.0,0.0,3459.0,BRA,ITA
1998.0,Group A,Brazil,2.0,1.0,Scotland, ,1.0,1.0,1014.0,BRA,SCO
1998.0,Group A,Morocco,2.0,2.0,Norway, ,1.0,1.0,1014.0,MAR,NOR
1998.0,Group B,Italy,2.0,2.0,Chile, ,1.0,1.0,1014.0,ITA,CHI
1998.0,Group B,Cameroon,1.0,1.0,Austria, ,0.0,0.0,1014.0,CMR,AUT
1998.0,Group D,Paraguay,0.0,0.0,Bulgaria, ,0.0,0.0,1014.0,PAR,BUL
1998.0,Group C,Saudi Arabia,0.0,1.0,Denmark, ,0.0,0.0,1014.0,KSA,DEN
1998.0,Group C,France,3.0,0.0,South Africa, ,1.0,0.0,1014.0,FRA,RSA
1998.0,Group D,Spain,2.0,3.0,Nigeria, ,1.0,1.0,1014.0,ESP,NGA
1998.0,Group E,Korea Republic,1.0,3.0,Mexico, ,1.0,0.0,1014.0,KOR,MEX
1998.0,Group E,Netherlands,0.0,0.0,Belgium, ,0.0,0.0,1014.0,NED,BEL
1998.0,Group H,Argentina,1.0,0.0,Japan, ,1.0,0.0,1014.0,ARG,JPN
1998.0,Group F,Yugoslavia,1.0,0.0,Iran, ,0.0,0.0,1014.0,YUG,IRN
1998.0,Group H,Jamaica,1.0,3.0,Croatia, ,1.0,1.0,1014.0,JAM,CRO
1998.0,Group G,England,2.0,0.0,Tunisia, ,1.0,0.0,1014.0,ENG,TUN
1998.0,Group G,Romania,1.0,0.0,Colombia, ,1.0,0.0,1014.0,ROU,COL
1998.0,Group F,Germany,2.0,0.0,USA, ,1.0,0.0,1014.0,GER,USA
1998.0,Group A,Scotland,1.0,1.0,Norway, ,0.0,0.0,1014.0,SCO,NOR
1998.0,Group A,Brazil,3.0,0.0,Morocco, ,2.0,0.0,1014.0,BRA,MAR
1998.0,Group B,Chile,1.0,1.0,Austria, ,0.0,0.0,1014.0,CHI,AUT
1998.0,Group B,Italy,3.0,0.0,Cameroon, ,1.0,0.0,1014.0,ITA,CMR
1998.0,Group C,South Africa,1.0,1.0,Denmark, ,0.0,1.0,1014.0,RSA,DEN
1998.0,Group C,France,4.0,0.0,Saudi Arabia, ,1.0,0.0,1014.0,FRA,KSA
1998.0,Group D,Nigeria,1.0,0.0,Bulgaria, ,1.0,0.0,1014.0,NGA,BUL
1998.0,Group D,Spain,0.0,0.0,Paraguay, ,0.0,0.0,1014.0,ESP,PAR
1998.0,Group H,Japan,0.0,1.0,Croatia, ,0.0,0.0,1014.0,JPN,CRO
1998.0,Group E,Belgium,2.0,2.0,Mexico, ,1.0,0.0,1014.0,BEL,MEX
1998.0,Group E,Netherlands,5.0,0.0,Korea Republic, ,2.0,0.0,1014.0,NED,KOR
1998.0,Group F,Germany,2.0,2.0,Yugoslavia, ,0.0,1.0,1014.0,GER,YUG
1998.0,Group H,Argentina,5.0,0.0,Jamaica, ,1.0,0.0,1014.0,ARG,JAM
1998.0,Group F,USA,1.0,2.0,Iran, ,0.0,1.0,1014.0,USA,IRN
1998.0,Group G,Colombia,1.0,0.0,Tunisia, ,0.0,0.0,1014.0,COL,TUN
1998.0,Group G,Romania,2.0,1.0,England, ,0.0,0.0,1014.0,ROU,ENG
1998.0,Group B,Italy,2.0,1.0,Austria, ,0.0,0.0,1014.0,ITA,AUT
1998.0,Group B,Chile,1.0,1.0,Cameroon, ,1.0,0.0,1014.0,CHI,CMR
1998.0,Group A,Scotland,0.0,3.0,Morocco, ,0.0,1.0,1014.0,SCO,MAR
1998.0,Group A,Brazil,1.0,2.0,Norway, ,0.0,0.0,1014.0,BRA,NOR
1998.0,Group C,France,2.0,1.0,Denmark, ,1.0,1.0,1014.0,FRA,DEN
1998.0,Group C,South Africa,2.0,2.0,Saudi Arabia, ,1.0,1.0,1014.0,RSA,KSA
1998.0,Group D,Spain,6.0,1.0,Bulgaria, ,2.0,0.0,1014.0,ESP,BUL
1998.0,Group D,Nigeria,1.0,3.0,Paraguay, ,1.0,1.0,1014.0,NGA,PAR
1998.0,Group E,Belgium,1.0,1.0,Korea Republic, ,1.0,0.0,1014.0,BEL,KOR
1998.0,Group E,Netherlands,2.0,2.0,Mexico, ,2.0,0.0,1014.0,NED,MEX
1998.0,Group F,Germany,2.0,0.0,Iran, ,0.0,0.0,1014.0,GER,IRN
1998.0,Group F,USA,0.0,1.0,Yugoslavia, ,0.0,1.0,1014.0,USA,YUG
1998.0,Group H,Japan,1.0,2.0,Jamaica, ,0.0,1.0,1014.0,JPN,JAM
1998.0,Group H,Argentina,1.0,0.0,Croatia, ,1.0,0.0,1014.0,ARG,CRO
1998.0,Group G,Romania,1.0,1.0,Tunisia, ,0.0,1.0,1014.0,ROU,TUN
1998.0,Group G,Colombia,0.0,2.0,England, ,0.0,2.0,1014.0,COL,ENG
1998.0,Round of 16,Italy,1.0,0.0,Norway, ,1.0,0.0,1024.0,ITA,NOR
1998.0,Round of 16,Brazil,4.0,1.0,Chile, ,3.0,0.0,1024.0,BRA,CHI
1998.0,Round of 16,France,1.0,0.0,Paraguay,France win after extra time ,0.0,0.0,1024.0,FRA,PAR
1998.0,Round of 16,Nigeria,1.0,4.0,Denmark, ,0.0,2.0,1024.0,NGA,DEN
1998.0,Round of 16,Germany,2.0,1.0,Mexico, ,0.0,0.0,1024.0,GER,MEX
1998.0,Round of 16,Netherlands,2.0,1.0,Yugoslavia, ,1.0,0.0,1024.0,NED,YUG
1998.0,Round of 16,Romania,0.0,1.0,Croatia, ,0.0,1.0,1024.0,ROU,CRO
1998.0,Round of 16,Argentina,2.0,2.0,England,Argentina win on penalties (4 - 3) ,0.0,0.0,1024.0,ARG,ENG
1998.0,Quarter-finals,Italy,0.0,0.0,France,France win on penalties (3 - 4) ,0.0,0.0,1025.0,ITA,FRA
1998.0,Quarter-finals,Brazil,3.0,2.0,Denmark, ,2.0,1.0,1025.0,BRA,DEN
1998.0,Quarter-finals,Netherlands,2.0,1.0,Argentina, ,1.0,1.0,1025.0,NED,ARG
1998.0,Quarter-finals,Germany,0.0,3.0,Croatia, ,0.0,1.0,1025.0,GER,CRO
1998.0,Semi-finals,Brazil,1.0,1.0,Netherlands,Brazil win on penalties (4 - 2) ,0.0,0.0,1026.0,BRA,NED
1998.0,Semi-finals,France,2.0,1.0,Croatia, ,0.0,0.0,1026.0,FRA,CRO
1998.0,Match for third place,Netherlands,1.0,2.0,Croatia, ,1.0,2.0,1028.0,NED,CRO
1998.0,Final,Brazil,0.0,3.0,France, ,0.0,2.0,1027.0,BRA,FRA
2002.0,Group A,France,0.0,1.0,Senegal, ,0.0,1.0,43950100.0,FRA,SEN
2002.0,Group A,Uruguay,1.0,2.0,Denmark, ,0.0,1.0,43950100.0,URU,DEN
2002.0,Group E,Republic of Ireland,1.0,1.0,Cameroon, ,0.0,1.0,43950100.0,IRL,CMR
2002.0,Group E,Germany,8.0,0.0,Saudi Arabia, ,4.0,0.0,43950100.0,GER,KSA
2002.0,Group F,Argentina,1.0,0.0,Nigeria, ,0.0,0.0,43950100.0,ARG,NGA
2002.0,Group B,Paraguay,2.0,2.0,South Africa, ,1.0,0.0,43950100.0,PAR,RSA
