Year,Stage,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Half-time Home Goals,Half-time Away Goals,RoundID,Home Team Initials,Away Team Initials,home_rank,home_total_points,home_previous_points,home_rank_change,away_rank,away_total_points,away_previous_points,away_rank_change,Home Fairness Score,Away Fairness Score
2018.0,Group-3,Spain,2.0,2.0,Morocco,,,,,,,9,1591,1591,0,40,1440,1440,0,1.104861111111111,0.9050911376492772
2018.0,Group-3,Australia,0.0,2.0,Peru,,,,,,,41,1436,1436,0,20,1518,1518,0,0.9459815546772069,1.0571030640668524
2018.0,Group-3,Denmark,0.0,0.0,France,,,,,,,10,1589,1589,0,2,1726,1726,0,0.9206257242178447,1.0862177470106986
2018.0,Group-3,Nigeria,1.0,2.0,Argentina,,,,,,,44,1427,1427,0,11,1582,1582,0,0.9020227560050569,1.1086194814295725
2018.0,Group-3,Iceland,1.0,2.0,Croatia,,,,,,,37,1452,1452,0,4,1634,1634,0,0.8886168910648715,1.1253443526170799
2018.0,Group-3,Mexico,0.0,3.0,Sweden,,,,,,,17,1540,1540,0,14,1560,1560,0,0.9871794871794872,1.0129870129870129
2018.0,Group-3,South Korea,2.0,0.0,Germany,,,,,,,53,1405,1405,0,16,1558,1558,0,0.9017971758664955,1.1088967971530248
2018.0,Group-3,Switzerland,2.0,2.0,Costa Rica,,,,,,,8,1599,1599,0,36,1464,1464,0,1.0922131147540983,0.9155722326454033
2018.0,Group-3,Serbia,0.0,2.0,Brazil,,,,,,,29,1481,1481,0,3,1676,1676,0,0.8836515513126492,1.1316677920324105
2018.0,Group-3,Senegal,0.0,1.0,Colombia,,,,,,,23,1505,1505,0,12,1575,1575,0,0.9555555555555556,1.0465116279069768
2018.0,Group-3,Japan,0.0,1.0,Poland,,,,,,,50,1414,1414,0,20,1518,1518,0,0.9314888010540184,1.0735502121640736
2018.0,Group-3,England,0.0,1.0,Belgium,,,,,,,5,1631,1631,0,1,1727,1727,0,0.9444122756224667,1.058859595340282
2018.0,Group-3,Panama,1.0,2.0,Tunisia,,,,,,,71,1326,1326,0,26,1493,1493,0,0.8881446751507033,1.1259426847662142
2018.0,Last-16,France,4.0,3.0,Argentina,,,,,,,2,1726,1726,0,11,1582,1582,0,1.09102402022756,0.9165701042873696
2018.0,Last-16,Uruguay,2.0,1.0,Portugal,,,,,,,7,1609,1609,0,6,1614,1614,0,0.9969021065675341,1.0031075201988813
2018.0,Last-16,Spain,1.0,1.0,Russia,,,,,,,9,1591,1591,0,48,1424,1424,0,1.1172752808988764,0.8950345694531741
2018.0,Last-16,Croatia,1.0,1.0,Denmark,,,,,,,4,1634,1634,0,10,1589,1589,0,1.028319697923222,0.9724602203182374
2018.0,Last-16,Brazil,2.0,0.0,Mexico,,,,,,,3,1676,1676,0,17,1540,1540,0,1.0883116883116883,0.918854415274463
2018.0,Last-16,Belgium,3.0,2.0,Japan,,,,,,,1,1727,1727,0,50,1414,1414,0,1.2213578500707214,0.8187608569774175
2018.0,Last-16,Sweden,1.0,0.0,Switzerland,,,,,,,14,1560,1560,0,8,1599,1599,0,0.975609756097561,1.025
2018.0,Last-16,Colombia,1.0,1.0,England,,,,,,,12,1575,1575,0,5,1631,1631,0,0.9656652360515021,1.0355555555555556
2018.0,QFinals,Uruguay,0.0,2.0,France,,,,,,,7,1609,1609,0,2,1726,1726,0,0.9322132097334879,1.0727159726538222
2018.0,QFinals,Brazil,1.0,2.0,Belgium,,,,,,,3,1676,1676,0,1,1727,1727,0,0.9704690214244355,1.0304295942720765
2018.0,QFinals,Sweden,0.0,2.0,England,,,,,,,14,1560,1560,0,5,1631,1631,0,0.9564684242795831,1.0455128205128206
2018.0,QFinals,Russia,2.0,2.0,Croatia,,,,,,,48,1424,1424,0,4,1634,1634,0,0.8714810281517748,1.1474719101123596
2018.0,SFinals,France,1.0,0.0,Belgium,,,,,,,2,1726,1726,0,1,1727,1727,0,0.9994209612044007,1.0005793742757823
2018.0,SFinals,Croatia,2.0,1.0,England,,,,,,,4,1634,1634,0,5,1631,1631,0,1.0018393623543838,0.9981640146878825
2018.0,Third-Place,Belgium,2.0,0.0,England,,,,,,,1,1727,1727,0,5,1631,1631,0,1.058859595340282,0.9444122756224667
2018.0,Final,Croatia,4.0,2.0,France,,,,,,,4,1634,1634,0,2,1726,1726,0,0.9466975666280417,1.0563035495716033
