Year,Stage,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Half-time Home Goals,Half-time Away Goals,RoundID,Home Team Initials,Away Team Initials,home_rank,home_total_points,home_previous_points,home_rank_change,away_rank,away_total_points,away_previous_points,away_rank_change,Home Fairness Score,Away Fairness Score
1998.0,Group F,USA,1.0,2.0,Iran, ,0.0,1.0,1014.0,USA,IRN,23.0,55.0,55.0,1.0,,,,,,
1998.0,Group G,Colombia,1.0,0.0,Tunisia, ,0.0,0.0,1014.0,COL,TUN,34.0,52.0,52.0,2.0,21.0,55.0,55.0,1.0,0.9454545454545454,1.0576923076923077
1998.0,Group G,Romania,2.0,1.0,England, ,0.0,0.0,1014.0,ROU,ENG,12.0,60.0,60.0,0.0,9.0,63.0,62.0,2.0,0.9523809523809523,1.05
1998.0,Group B,Italy,2.0,1.0,Austria, ,0.0,0.0,1014.0,ITA,AUT,7.0,64.0,64.0,1.0,22.0,55.0,55.0,1.0,1.1636363636363636,0.859375
1998.0,Group B,Chile,1.0,1.0,Cameroon, ,1.0,0.0,1014.0,CHI,CMR,16.0,58.0,58.0,0.0,41.0,49.0,48.0,2.0,1.183673469387755,0.8448275862068966
1998.0,Group A,Scotland,0.0,3.0,Morocco, ,0.0,1.0,1014.0,SCO,MAR,38.0,50.0,50.0,2.0,13.0,60.0,60.0,0.0,0.8333333333333334,1.2
1998.0,Group A,Brazil,1.0,2.0,Norway, ,0.0,0.0,1014.0,BRA,NOR,1.0,73.0,74.0,0.0,14.0,59.0,59.0,0.0,1.2372881355932204,0.8082191780821918
1998.0,Group C,France,2.0,1.0,Denmark, ,1.0,1.0,1014.0,FRA,DEN,2.0,69.0,69.0,0.0,19.0,55.0,55.0,1.0,1.2545454545454546,0.7971014492753623
1998.0,Group C,South Africa,2.0,2.0,Saudi Arabia, ,1.0,1.0,1014.0,RSA,KSA,26.0,54.0,53.0,2.0,30.0,53.0,53.0,3.0,1.0188679245283019,0.9814814814814815
1998.0,Group D,Spain,6.0,1.0,Bulgaria, ,2.0,0.0,1014.0,ESP,BUL,15.0,59.0,58.0,0.0,49.0,45.0,46.0,3.0,1.3111111111111111,0.7627118644067796
1998.0,Group D,Nigeria,1.0,3.0,Paraguay, ,1.0,1.0,1014.0,NGA,PAR,65.0,41.0,41.0,0.0,25.0,55.0,55.0,1.0,0.7454545454545455,1.3414634146341464
1998.0,Group E,Belgium,1.0,1.0,Korea Republic, ,1.0,0.0,1014.0,BEL,KOR,35.0,51.0,52.0,1.0,17.0,57.0,55.0,2.0,0.8947368421052632,1.1176470588235294
1998.0,Group E,Netherlands,2.0,2.0,Mexico, ,2.0,0.0,1014.0,NED,MEX,11.0,62.0,62.0,2.0,10.0,62.0,62.0,0.0,1.0,1.0
1998.0,Group F,Germany,2.0,0.0,Iran, ,0.0,0.0,1014.0,GER,IRN,3.0,67.0,67.0,0.0,,,,,,
1998.0,Group F,USA,0.0,1.0,Yugoslavia, ,0.0,1.0,1014.0,USA,YUG,23.0,55.0,55.0,1.0,6.0,65.0,64.0,1.0,0.8461538461538461,1.1818181818181819
1998.0,Group H,Japan,1.0,2.0,Jamaica, ,0.0,1.0,1014.0,JPN,JAM,20.0,55.0,52.0,10.0,33.0,52.0,52.0,0.0,1.0576923076923077,0.9454545454545454
1998.0,Group H,Argentina,1.0,0.0,Croatia, ,1.0,0.0,1014.0,ARG,CRO,5.0,66.0,66.0,0.0,4.0,67.0,67.0,0.0,0.9850746268656716,1.0151515151515151
1998.0,Group G,Romania,1.0,1.0,Tunisia, ,0.0,1.0,1014.0,ROU,TUN,12.0,60.0,60.0,0.0,21.0,55.0,55.0,1.0,1.0909090909090908,0.9166666666666666
1998.0,Group G,Colombia,0.0,2.0,England, ,0.0,2.0,1014.0,COL,ENG,34.0,52.0,52.0,2.0,9.0,63.0,62.0,2.0,0.8253968253968254,1.2115384615384615
1998.0,Round of 16,Italy,1.0,0.0,Norway, ,1.0,0.0,1024.0,ITA,NOR,7.0,64.0,64.0,1.0,14.0,59.0,59.0,0.0,1.0847457627118644,0.921875
1998.0,Round of 16,Brazil,4.0,1.0,Chile, ,3.0,0.0,1024.0,BRA,CHI,1.0,73.0,74.0,0.0,16.0,58.0,58.0,0.0,1.2586206896551724,0.7945205479452054
1998.0,Round of 16,France,1.0,0.0,Paraguay,France win after extra time ,0.0,0.0,1024.0,FRA,PAR,2.0,69.0,69.0,0.0,25.0,55.0,55.0,1.0,1.2545454545454546,0.7971014492753623
1998.0,Round of 16,Nigeria,1.0,4.0,Denmark, ,0.0,2.0,1024.0,NGA,DEN,65.0,41.0,41.0,0.0,19.0,55.0,55.0,1.0,0.7454545454545455,1.3414634146341464
1998.0,Round of 16,Germany,2.0,1.0,Mexico, ,0.0,0.0,1024.0,GER,MEX,3.0,67.0,67.0,0.0,10.0,62.0,62.0,0.0,1.0806451612903225,0.9253731343283582
1998.0,Round of 16,Netherlands,2.0,1.0,Yugoslavia, ,1.0,0.0,1024.0,NED,YUG,11.0,62.0,62.0,2.0,6.0,65.0,64.0,1.0,0.9538461538461539,1.0483870967741935
1998.0,Round of 16,Romania,0.0,1.0,Croatia, ,0.0,1.0,1024.0,ROU,CRO,12.0,60.0,60.0,0.0,4.0,67.0,67.0,0.0,0.8955223880597015,1.1166666666666667
1998.0,Round of 16,Argentina,2.0,2.0,England,Argentina win on penalties (4 - 3) ,0.0,0.0,1024.0,ARG,ENG,5.0,66.0,66.0,0.0,9.0,63.0,62.0,2.0,1.0476190476190477,0.9545454545454546
1998.0,Quarter-finals,Italy,0.0,0.0,France,France win on penalties (3 - 4) ,0.0,0.0,1025.0,ITA,FRA,7.0,64.0,64.0,1.0,2.0,69.0,69.0,0.0,0.927536231884058,1.078125
1998.0,Quarter-finals,Brazil,3.0,2.0,Denmark, ,2.0,1.0,1025.0,BRA,DEN,1.0,73.0,74.0,0.0,19.0,55.0,55.0,1.0,1.3272727272727274,0.7534246575342466
1998.0,Quarter-finals,Netherlands,2.0,1.0,Argentina, ,1.0,1.0,1025.0,NED,ARG,11.0,62.0,62.0,2.0,5.0,66.0,66.0,0.0,0.9393939393939394,1.064516129032258
1998.0,Quarter-finals,Germany,0.0,3.0,Croatia, ,0.0,1.0,1025.0,GER,CRO,3.0,67.0,67.0,0.0,4.0,67.0,67.0,0.0,1.0,1.0
1998.0,Semi-finals,Brazil,1.0,1.0,Netherlands,Brazil win on penalties (4 - 2) ,0.0,0.0,1026.0,BRA,NED,1.0,73.0,74.0,0.0,11.0,62.0,62.0,2.0,1.1774193548387097,0.8493150684931506
1998.0,Semi-finals,France,2.0,1.0,Croatia, ,0.0,0.0,1026.0,FRA,CRO,2.0,69.0,69.0,0.0,4.0,67.0,67.0,0.0,1.0298507462686568,0.9710144927536232
1998.0,Match for third place,Netherlands,1.0,2.0,Croatia, ,1.0,2.0,1028.0,NED,CRO,11.0,62.0,62.0,2.0,4.0,67.0,67.0,0.0,0.9253731343283582,1.0806451612903225
1998.0,Final,Brazil,0.0,3.0,France, ,0.0,2.0,1027.0,BRA,FRA,1.0,73.0,74.0,0.0,2.0,69.0,69.0,0.0,1.0579710144927537,0.9452054794520548
